"ID","np","place","feature","type","is_natural","indig_or_wstrn","is_oipn","for_apeople","is_transl","class","erasure","problem","derog"
571,"Denali","Chedotlothna Glacier","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
572,"Denali","Chilchukabena Lake","Lake","Indigenous reference","Natural","Indigenous","yes","no",NA,"Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
573,"Denali","Chitsia Mountain","Mountain","Indigenous reference","Natural","Indigenous","yes","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
574,"Denali","Clearwater Creek","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
575,"Denali","Clearwater Fork","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
576,"Denali","Cottonwood Hills","Range","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
577,"Denali","Denali","Mountain","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
578,"Denali","Denali National Park","Park",NA,"Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
579,"Denali","Divide Mountain","Mountain","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
580,"Denali","Don Sheldon Amphitheater","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
581,"Denali","Double Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
582,"Denali","East Buttress","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
583,"Denali","East Fork Toklat River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
584,"Denali","Easy Pass","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
585,"Denali","Eielson Alpine Trail","Trail","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
586,"Denali","Eielson Visitor Center","Visitor Center","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
587,"Denali","Eldridge Glacier","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
588,"Denali","Explorers Peak","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
589,"Denali","Fang Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
590,"Denali","Foggy Pass","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
591,"Denali","Foraker Glacier","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
592,"Denali","Foraker River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
593,"Denali","Glacier Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
594,"Denali","Gorge Creek Trail","Trail","Natural feature","Human-constructed","Western","NA - WPN","NA - WPN","No","Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
595,"Denali","Healy Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
596,"Denali","Herron Glacier","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
597,"Denali","Herron River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
598,"Denali","Highway Pass","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
599,"Denali","Igloo Creek","Campground","Indigenous reference","Human-constructed","Indigenous","no","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","Potentially - no evidence but justification of potential to feel like a swear word"
600,"Denali","Jenny Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
601,"Denali","Kahiltna Dome","Mountain","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
602,"Denali","Kahiltna Glacier","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
603,"Denali","Kankone Peak","Mountain","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
604,"Denali","Kantishna (Airstrip)","Infrastructure","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
605,"Denali","Kantishna Hills","Range","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
606,"Denali","Kantishna River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
607,"Denali","Lacuna Glacier","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
608,"Denali","McGonagall Pass","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
609,"Denali","McKinley Bar Trail","Trail","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
610,"Denali","McKinley River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
611,"Denali","Moose Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
612,"Denali","Mooses Tooth","Mountain","Animal","Natural","Western","translation of oIPN","NA - WPN","Translation","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
613,"Denali","Mount Barrille","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
614,"Denali","Mount Brooks","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
615,"Denali","Mount Crosson","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
616,"Denali","Mount Dan Beard","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
617,"Denali","Mount Deception","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Act","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
618,"Denali","Mount Dickey","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
619,"Denali","Mount Eldridge","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
620,"Denali","Mount Foraker","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
621,"Denali","Mount Goldie","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
622,"Denali","Mount Healy","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
623,"Denali","Mount Hunter","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
624,"Denali","Mount Huntington","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
625,"Denali","Mount Koven","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
626,"Denali","Mount Mather","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
627,"Denali","Mount Pendleton","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
628,"Denali","Mount Russell","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
629,"Denali","Mount Silverthrone","Mountain","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
630,"Denali","Mount Stevens","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
631,"Denali","Mountain Vista","Picnic area","Natural feature","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
632,"Denali","Muddy River","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
633,"Denali","Muldrow Glacier","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
634,"Denali","Nenana River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Act","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
635,"Denali","North Fork Kuskokwim","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Plant","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
636,"Denali","North Peak","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
637,"Denali","Ohio Creek","River","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Place","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
638,"Denali","Peters Dome","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
639,"Denali","Peters Glacier","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
640,"Denali","Polychrome Glacier","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
641,"Denali","Polychrome Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
642,"Denali","Polychrome Overlook","Point of Interest or geologic formation","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
643,"Denali","Primrose Ridge","Point of Interest or geologic formation","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
644,"Denali","Red Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
645,"Denali","Riley Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No information - cannot find explanation","No info - not likely, no evidence"
646,"Denali","Riley Creek Campground","Campground","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
647,"Denali","Ruth Glacier","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
648,"Denali","Sable Mountain","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
649,"Denali","Sable Pass","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
650,"Denali","Sanctuary River","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
651,"Denali","Sanctuary River Campground","Campground","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
652,"Denali","Savage Alpine Trail","Trail","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Name itself promotes racist ideas and/or violence against a group","Yes - swear words only, evidence offensive"
653,"Denali","Savage River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Name itself promotes racist ideas and/or violence against a group","Yes - swear words only, evidence offensive"
654,"Denali","Savage River Campground","Campground","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Name itself promotes racist ideas and/or violence against a group","Yes - swear words only, evidence offensive"
655,"Denali","Savage River Loop Trail","Trail","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Name itself promotes racist ideas and/or violence against a group","Yes - swear words only, evidence offensive"
656,"Denali","Scott Peak","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
657,"Denali","Sischu Mountains","Range","Indigenous reference","Natural","Indigenous","yes","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
658,"Denali","Slippery Creek","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
659,"Denali","South Buttress","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
660,"Denali","South Peak","Mountain","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
661,"Denali","Spruce Peak","Mountain","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
662,"Denali","Stampede Creek","River","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Act","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
663,"Denali","Starr Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
664,"Denali","Stony Creek","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
665,"Denali","Stony Hill","Mountain","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
666,"Denali","Straightaway Glacier","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
667,"Denali","Sunset Glacier","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
668,"Denali","Sushana River","River","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Other","No information","Western use of Indigenous name","No info - not likely, no evidence"
669,"Denali","Swift Fork","River","Natural feature","Natural","Western","translation of oIPN","NA - WPN","No","Other","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
670,"Denali","Teklanika River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
671,"Denali","Teklanika River Campground","Campground","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
672,"Denali","The Great Gorge","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
673,"Denali","Thorofare Pass","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
674,"Denali","Toklot River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
675,"Denali","Toklot River","Ranger Station","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
676,"Denali","Tokosha Mountains","Range","Indigenous reference","Natural","Indigenous","yes","no",NA,"Act","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
677,"Denali","Tokositna Glacier","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Act","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
678,"Denali","Traleika Glacier","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
679,"Denali","Triple Lakes","Lake","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
680,"Denali","Triple Lakes Trail","Trail","Natural feature","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
681,"Denali","West Buttress","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
682,"Denali","West Fork","Glacier","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
683,"Denali","West Fork","River","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
684,"Denali","Wickersham Dome","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
685,"Denali","Windy Creek","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
686,"Denali","Wonder Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
687,"Denali","Wonder Lake Campground","Campground","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
688,"Denali","Wyoming Hills","Range","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Place","Potentially - probably had IPN","Western use of Indigenous name","No info - not likely, no evidence"
689,"Denali","Yetna Glacier","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
690,"Everglades","Alligator Bay (Florida Bay)","Bay","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
691,"Everglades","Alligator Bay (Ten Thousand Islands)","Bay","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
692,"Everglades","Alligator Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
693,"Everglades","Alligator Point","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
694,"Everglades","Anhinga Trail","Trail","Animal","Human-constructed","Western","NA - WPN","NA - WPN","No","Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
695,"Everglades","Arsenic Bank","Bay","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
696,"Everglades","Barnes Key","Island","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
697,"Everglades","Bear Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
698,"Everglades","Bear Lake Canoe Trail","River","Animal","Human-constructed","Western","NA - WPN","NA - WPN","No","Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
699,"Everglades","Big Key","Island","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
700,"Everglades","Big Lostmans Bay","Bay","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
701,"Everglades","Big Sable Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
702,"Everglades","Bird Key","Island","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
703,"Everglades","Black Betsy Keys","Island","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Name itself promotes racist ideas and/or violence against a group","Potentially - no evidence but justification of potential to feel like a swear word"
704,"Everglades","Blackwater Sound","Bay","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
705,"Everglades","Bob Allen Keys","Island","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
